latitude,longitude,blkNo,street,town,roomSold1,roomSold2,roomSold3,roomSold4,roomSold5,execSold,multigenSold,studioApartmentSold,roomRental1,roomRental2,roomRental3,roomRentalOther,region,totalSold,totalRent
1.3748817,103.7650558,154,GANGSA RD,BP,0,0,0,0,96,0,0,0,0,0,0,0,west,96,0
1.3522129,103.8800095,154,HOUGANG ST 11,HG,0,0,103,41,0,0,0,0,0,0,0,0,northeast,144,0
1.3796711,103.7577457,154,JLN TECK WHYE,CCK,0,0,0,62,60,0,0,0,0,0,0,0,west,122,0
1.3333428,103.8461676,154,LOR 2 TOA PAYOH,TP,0,0,0,53,87,0,0,0,0,0,0,0,central,140,0
1.2935996,103.8035009,154,MEI LING ST,QT,0,0,140,0,0,0,0,0,0,0,0,0,central,140,0
1.3633476,103.9632343,154,PASIR RIS ST 13,PRC,0,0,0,0,0,28,0,0,0,0,0,0,east,28,0
1.3911495,103.9067677,154,RIVERVALE CRES,SK,0,0,0,96,0,0,0,0,0,0,0,0,northeast,96,0
1.3698214,103.8733041,154,SERANGOON NTH AVE 1,SGN,0,0,67,20,1,0,0,0,0,0,0,0,northeast,88,0
1.3448831,103.9569561,154,SIMEI ST 1,TAP,0,0,0,48,72,0,0,0,0,0,0,0,east,120,0
1.4347268,103.7753992,154,WOODLANDS ST 13,WL,0,0,0,90,0,0,0,0,0,0,0,0,north,90,0
1.431633,103.8341397,154,YISHUN ST 11,YS,0,0,0,12,76,0,0,0,0,0,0,0,north,88,0
1.3275113,103.7218348,154,YUNG HO RD,JW,0,0,0,0,0,74,0,0,0,0,0,0,west,74,0
1.3759189,103.839952,155,ANG MO KIO AVE 4,AMK,0,0,130,20,2,3,0,0,0,0,0,0,northeast,155,0
1.3185154,103.9461013,155,BEDOK STH AVE 3,BD,0,0,0,0,0,8,0,0,0,0,0,0,east,8,0
1.3462762,103.8558197,155,BISHAN ST 13,BH,0,0,0,12,102,0,0,0,0,0,0,0,central,114,0
1.3753213,103.7651011,155,GANGSA RD,BP,0,0,0,0,0,96,0,0,0,0,0,0,west,96,0
1.3526506,103.8802813,155,HOUGANG ST 11,HG,0,0,0,96,0,0,0,0,0,0,0,0,northeast,96,0
1.3788684,103.757112,155,JLN TECK WHYE,CCK,0,0,0,47,60,0,0,0,0,0,0,0,west,107,0
1.3327228,103.84558,155,LOR 1 TOA PAYOH,TP,0,0,0,140,0,0,0,0,0,0,0,0,central,140,0
1.2930538,103.8047589,155,MEI LING ST,QT,0,0,0,0,0,0,0,0,0,144,0,0,central,0,144
1.363217,103.9636649,155,PASIR RIS ST 13,PRC,0,0,0,0,0,46,0,0,0,0,0,0,east,46,0
1.3908115,103.9073515,155,RIVERVALE CRES,SK,0,0,0,32,66,0,0,0,0,0,0,0,northeast,98,0
1.3447278,103.9584973,155,SIMEI RD,TAP,0,0,0,68,52,0,0,0,0,0,0,0,east,120,0
1.434702,103.7746089,155,WOODLANDS ST 13,WL,0,0,66,44,0,0,0,0,0,0,0,0,north,110,0
1.431975,103.83404,155,YISHUN ST 11,YS,0,0,0,12,76,0,0,0,0,0,0,0,north,88,0
1.327764,103.7224683,155,YUNG LOH RD,JW,0,0,0,76,0,0,0,0,0,0,0,0,west,76,0
1.3755222,103.8397861,156,ANG MO KIO AVE 4,AMK,0,0,130,20,5,0,0,0,0,0,0,0,northeast,155,0
1.3183149,103.945449,156,BEDOK STH AVE 3,BD,0,0,0,48,40,0,0,0,0,0,0,0,east,88,0
1.3453929,103.856635,156,BISHAN ST 13,BH,0,0,0,12,102,0,0,0,0,0,0,0,central,114,0
1.3527286,103.8794659,156,HOUGANG ST 11,HG,0,0,0,12,68,0,0,0,0,0,0,0,northeast,80,0
1.3788716,103.7565689,156,JLN TECK WHYE,CCK,0,0,0,0,80,0,0,0,0,0,0,0,west,80,0
1.3325817,103.8451252,156,LOR 1 TOA PAYOH,TP,0,0,0,88,32,0,0,0,0,0,0,0,central,120,0
1.2930556,103.804442,156,MEI LING ST,QT,0,0,0,0,0,0,0,0,0,144,0,0,central,0,144
1.3640079,103.9630076,156,PASIR RIS ST 13,PRC,0,0,0,0,0,28,0,0,0,0,0,0,east,28,0
1.3910197,103.9075567,156,RIVERVALE CRES,SK,0,0,0,146,0,0,0,0,0,0,0,0,northeast,146,0
1.3451637,103.9590413,156,SIMEI RD,TAP,0,0,0,44,36,0,0,0,0,0,0,0,east,80,0
1.3516141,103.9448992,156,TAMPINES ST 12,TAP,0,0,0,0,0,84,0,0,0,0,0,0,east,84,0
1.434253,103.774323,156,WOODLANDS ST 13,WL,0,0,0,40,0,0,0,0,0,0,0,0,north,40,0
1.4319472,103.8336268,156,YISHUN ST 11,YS,0,0,18,5,1,1,0,0,0,0,0,0,north,25,0
1.327821,103.7216312,156,YUNG LOH RD,JW,0,0,0,36,52,0,0,0,0,0,0,0,west,88,0
1.375304,103.8395144,157,ANG MO KIO AVE 4,AMK,0,0,46,0,0,0,0,0,0,0,1,0,northeast,46,1
1.3186821,103.9457167,157,BEDOK STH AVE 3,BD,0,0,0,96,0,0,0,0,0,0,0,0,east,96,0
1.3459049,103.8567256,157,BISHAN ST 13,BH,0,0,0,12,102,0,0,0,0,0,0,0,central,114,0
1.3483744,103.743415,157,BT BATOK ST 11,BB,0,0,17,0,0,0,0,0,0,0,0,0,west,17,0
1.3530747,103.8797604,157,HOUGANG ST 11,HG,0,0,0,0,0,12,0,0,0,0,0,0,northeast,12,0
1.3794027,103.7569494,157,JLN TECK WHYE,CCK,0,0,0,120,0,0,0,0,0,0,0,0,west,120,0
1.3322871,103.8454896,157,LOR 1 TOA PAYOH,TP,0,0,346,0,7,0,0,0,0,0,0,0,central,353,0
1.2930056,103.8035591,157,MEI LING ST,QT,0,0,140,0,0,0,0,0,0,0,0,0,central,140,0
1.3644494,103.962645,157,PASIR RIS ST 13,PRC,0,0,0,0,0,29,0,0,0,0,0,0,east,29,0
1.3711171,103.8692687,157,SERANGOON NTH AVE 1,SGN,0,0,0,0,0,0,0,0,90,105,0,0,northeast,0,195
1.3446493,103.9594039,157,SIMEI RD,TAP,0,0,0,44,36,0,0,0,0,0,0,0,east,80,0
1.3511017,103.9448992,157,TAMPINES ST 12,TAP,0,0,130,22,0,1,0,0,0,0,0,0,east,153,0
1.4343637,103.7747655,157,WOODLANDS ST 13,WL,0,0,66,44,0,0,0,0,0,0,0,0,north,110,0
1.432295,103.834008,157,YISHUN ST 11,YS,0,0,84,22,0,2,0,0,0,0,0,0,north,108,0
1.3281859,103.72231,157,YUNG LOH RD,JW,0,0,0,28,68,0,0,0,0,0,0,0,west,96,0
1.3876446,103.9082817,157A,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.387611,103.908128,157B,RIVERVALE CRES,SK,0,0,0,32,68,0,0,0,0,0,0,0,northeast,100,0
1.387868,103.907752,157C,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.388157,103.907918,157D,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.374781,103.8390189,158,ANG MO KIO AVE 4,AMK,0,0,3,0,0,0,0,0,0,0,0,0,northeast,3,0
1.318767,103.9450805,158,BEDOK STH AVE 3,BD,0,0,12,4,0,0,0,0,0,0,0,0,east,16,0
1.3464932,103.8562727,158,BISHAN ST 13,BH,0,0,0,4,94,0,0,0,0,0,0,0,central,98,0
1.3517009,103.880456,158,HOUGANG ST 11,HG,0,0,0,75,28,0,0,0,0,0,0,0,northeast,103,0
1.3798942,103.7572026,158,JLN TECK WHYE,CCK,0,0,0,47,60,0,0,0,0,0,0,0,west,107,0
1.3314779,103.8449493,158,LOR 1 TOA PAYOH,TP,0,0,150,0,2,0,0,0,0,0,0,0,central,152,0
1.2926445,103.8027441,158,MEI LING ST,QT,0,0,101,0,1,0,0,0,0,0,0,0,central,102,0
1.3646899,103.9622144,158,PASIR RIS ST 13,PRC,0,0,0,0,0,37,0,0,0,0,0,0,east,37,0
1.3442813,103.9597665,158,SIMEI RD,TAP,0,0,0,20,12,0,0,0,0,0,0,0,east,32,0
1.3514619,103.9458964,158,TAMPINES ST 12,TAP,0,0,0,110,0,0,0,0,0,0,0,0,east,110,0
1.4340701,103.7747655,158,WOODLANDS ST 13,WL,0,0,66,44,0,0,0,0,0,0,0,0,north,110,0
1.4325977,103.8344931,158,YISHUN ST 11,YS,0,0,24,0,0,0,0,0,0,0,0,0,north,24,0
1.3285142,103.7225362,158,YUNG LOH RD,JW,0,0,0,64,58,0,0,0,0,0,0,0,west,122,0
1.38875,103.906885,158A,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.388555,103.906694,158B,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.3884668,103.9070114,158C,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.3885019,103.907337,158D,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.374789,103.8398767,159,ANG MO KIO AVE 4,AMK,0,0,23,0,0,0,0,0,0,0,0,0,northeast,23,0
1.3190559,103.9456246,159,BEDOK STH AVE 3,BD,0,0,0,96,0,0,0,0,0,0,0,0,east,96,0
1.346716,103.8557291,159,BISHAN ST 13,BH,0,0,0,0,0,20,0,0,0,0,0,0,central,20,0
1.3514844,103.8793753,159,HOUGANG ST 11,HG,0,0,0,78,26,0,0,0,0,0,0,0,northeast,104,0
1.38012,103.7562068,159,JLN TECK WHYE,CCK,0,0,0,47,60,0,0,0,0,0,0,0,west,107,0
1.3306691,103.8455834,159,LOR 1 TOA PAYOH,TP,0,0,154,0,0,0,0,0,0,0,0,0,central,154,0
1.3637434,103.9613077,159,PASIR RIS ST 13,PRC,0,0,0,0,0,28,0,0,0,0,0,0,east,28,0
1.3448657,103.9599479,159,SIMEI RD,TAP,0,0,0,20,12,0,0,0,0,0,0,0,east,32,0
1.3510222,103.945987,159,TAMPINES ST 12,TAP,0,0,0,132,0,0,0,0,0,0,0,0,east,132,0
1.4337042,103.7745844,159,WOODLANDS ST 13,WL,0,0,66,44,0,0,0,0,0,0,0,0,north,110,0
1.4328445,103.8338857,159,YISHUN ST 11,YS,0,0,0,12,76,0,0,0,0,0,0,0,north,88,0
1.3293202,103.7224457,159,YUNG PING RD,JW,0,0,0,0,0,74,0,0,0,0,0,0,west,74,0
1.387889,103.9073163,159A,RIVERVALE CRES,SK,0,0,0,78,18,0,0,0,0,0,0,0,northeast,96,0
1.2739211,103.8402617,16,CANTONMENT CL,BM,0,0,29,87,29,0,0,0,0,0,0,0,central,145,0
1.306164,103.8848299,16,DAKOTA CRES,GL,0,0,0,0,0,0,0,0,0,0,12,0,central,0,12
1.3230877,103.9044755,16,EUNOS CRES,GL,0,0,150,0,2,0,0,0,0,0,0,0,central,152,0
1.3094073,103.7878033,16,GHIM MOH RD,QT,0,0,0,0,0,0,0,0,0,208,0,0,central,0,208
1.3629347,103.8910883,16,HOUGANG AVE 3,HG,0,0,0,0,76,0,0,0,0,0,0,0,northeast,76,0
1.328185,103.8593724,16,JLN TENTERAM,KWN,0,0,0,118,36,0,0,0,0,0,0,0,central,154,0
1.3365471,103.8802883,16,JOO SENG RD,TP,0,0,0,17,51,0,0,0,0,0,0,0,central,68,0
1.3043084,103.9140818,16,MARINE TER,MP,0,16,0,0,0,0,0,0,0,254,0,0,central,16,254
1.4423455,103.7779343,16,MARSILING LANE,WL,0,41,0,0,0,0,0,0,0,219,0,0,north,41,219
1.3244408,103.8623225,16,ST. GEORGE'S RD,KWN,0,0,8,16,0,0,0,0,0,0,0,0,central,24,0
1.2880236,103.8316342,16,TAMAN HO SWEE,BM,0,9,66,3,0,0,0,0,0,0,0,0,central,78,0
1.3787335,103.7551205,16,TECK WHYE LANE,CCK,0,0,118,20,3,0,0,0,0,0,0,0,west,141,0
1.2780633,103.8213997,16,TELOK BLANGAH CRES,BM,0,0,174,0,4,0,0,0,0,0,0,0,central,178,0
1.3394342,103.7724115,16,TOH YI DR,BT,0,0,0,54,42,0,0,0,0,0,0,0,central,96,0
1.3155916,103.8718552,16,UPP BOON KENG RD,KWN,0,0,266,0,7,0,0,0,0,0,0,0,central,273,0
1.3192785,103.9451712,160,BEDOK STH AVE 3,BD,0,0,0,0,0,72,0,0,0,0,0,0,east,72,0
1.3472244,103.8564538,160,BISHAN ST 13,BH,0,0,0,0,0,16,0,0,0,0,0,0,central,16,0
1.3489171,103.7420889,160,BT BATOK ST 11,BB,0,0,72,48,0,0,0,0,0,0,0,0,west,120,0
1.351999,103.8790129,160,HOUGANG ST 11,HG,0,0,0,36,44,0,0,0,0,0,0,0,northeast,80,0
1.3807787,103.7563879,160,JLN TECK WHYE,CCK,0,0,0,102,34,0,0,0,0,0,0,0,west,136,0
1.3308918,103.8450399,160,LOR 1 TOA PAYOH,TP,0,50,0,0,0,0,0,0,0,126,0,0,central,50,126
1.2921971,103.8042835,160,MEI LING ST,QT,0,0,167,57,2,0,0,0,0,0,0,0,central,226,0
1.3642313,103.962373,160,PASIR RIS ST 13,PRC,0,0,0,0,0,51,0,0,0,0,0,0,east,51,0
1.3452332,103.9596759,160,SIMEI RD,TAP,0,0,0,44,36,0,0,0,0,0,0,0,east,80,0
1.3507347,103.9450805,160,TAMPINES ST 12,TAP,0,0,0,12,76,0,0,0,0,0,0,0,east,88,0
1.4333367,103.7746749,160,WOODLANDS ST 13,WL,0,0,66,66,0,0,0,0,0,0,0,0,north,132,0
1.4325476,103.8332133,160,YISHUN ST 11,YS,0,0,81,20,0,0,0,0,0,0,0,0,north,101,0
1.329399,103.7214502,160,YUNG PING RD,JW,0,0,0,0,0,68,0,0,0,0,0,0,west,68,0
1.3956609,103.9157132,160A,PUNGGOL CTRL,PG,0,0,0,36,62,0,0,0,0,0,0,0,northeast,98,0
1.3953655,103.9160757,160B,PUNGGOL CTRL,PG,0,0,0,36,62,0,0,0,0,0,0,0,northeast,98,0
1.3195596,103.9458057,161,BEDOK STH AVE 3,BD,0,0,0,0,0,20,0,0,0,0,0,0,east,20,0
1.3475173,103.8564538,161,BISHAN ST 13,BH,0,0,0,4,94,0,0,0,0,0,0,0,central,98,0
1.3484775,103.7420888,161,BT BATOK ST 11,BB,0,0,72,48,0,0,0,0,0,0,0,0,west,120,0
1.2841611,103.8160563,161,BT MERAH CTRL,BM,0,0,52,3,1,0,0,0,0,0,1,0,central,56,1
1.3525869,103.8786504,161,HOUGANG ST 11,HG,0,0,0,115,34,0,0,0,0,0,0,0,northeast,149,0
1.3305263,103.8449493,161,LOR 1 TOA PAYOH,TP,0,59,0,0,0,0,0,0,0,117,0,0,central,59,117
1.2914703,103.8034685,161,MEI LING ST,QT,0,0,168,57,1,0,0,0,0,0,1,0,central,226,1
1.363667,103.9618517,161,PASIR RIS ST 13,PRC,0,0,0,0,0,30,0,0,0,0,0,0,east,30,0
1.3453764,103.9602198,161,SIMEI RD,TAP,0,0,0,20,12,0,0,0,0,0,0,0,east,32,0
1.3499974,103.945987,161,TAMPINES ST 12,TAP,0,0,50,110,0,0,0,0,0,0,0,0,east,160,0
1.4333428,103.773679,161,WOODLANDS ST 13,WL,0,0,66,44,0,0,0,0,0,0,0,0,north,110,0
1.4328537,103.8329687,161,YISHUN ST 11,YS,0,0,0,16,94,0,0,0,0,0,0,0,north,110,0
1.3302937,103.7218801,161,YUNG PING RD,JW,0,0,0,0,0,82,0,0,0,0,0,0,west,82,0
1.3958974,103.9149316,161A,PUNGGOL CTRL,PG,0,0,0,37,72,0,0,0,0,0,0,0,northeast,109,0
1.3958567,103.9152405,161B,PUNGGOL CTRL,PG,0,0,0,37,72,0,0,0,0,0,0,0,northeast,109,0
1.3196312,103.9460777,162,BEDOK STH RD,BD,0,0,0,0,0,20,0,0,0,0,0,0,east,20,0
1.3476669,103.8559103,162,BISHAN ST 13,BH,0,0,0,0,0,24,0,0,0,0,0,0,central,24,0
1.3479668,103.7417267,162,BT BATOK ST 11,BB,0,0,90,54,0,2,0,0,0,0,0,0,west,146,0
1.3808456,103.7574741,162,JLN TECK WHYE,CCK,0,0,0,63,61,0,0,0,0,0,0,0,west,124,0
1.2921875,103.8027214,162,MEI LING ST,QT,0,0,100,0,0,0,0,0,0,0,0,0,central,100,0
1.3457439,103.9599479,162,SIMEI RD,TAP,0,0,0,44,36,0,0,0,0,0,0,0,east,80,0
1.3499173,103.9471655,162,TAMPINES ST 12,TAP,0,0,0,12,68,0,0,0,0,0,0,0,east,80,0
1.4329786,103.7732263,162,WOODLANDS ST 13,WL,0,0,0,20,88,0,0,0,0,0,0,0,north,108,0
1.433095,103.832371,162,YISHUN ST 11,YS,0,0,0,0,0,0,0,0,294,98,0,0,north,0,392
1.3296884,103.7220837,162,YUNG PING RD,JW,0,0,0,0,0,65,0,0,0,0,0,0,west,65,0
1.3966224,103.9142631,162A,PUNGGOL CTRL,PG,0,0,0,37,62,0,0,0,0,0,0,0,northeast,99,0
1.3908432,103.9079758,162A,RIVERVALE CRES,SK,0,0,0,68,34,0,0,0,0,0,0,0,northeast,102,0
1.3964003,103.9146256,162B,PUNGGOL CTRL,PG,0,0,0,37,62,0,0,0,0,0,0,0,northeast,99,0
1.3908432,103.9079758,162B,RIVERVALE CRES,SK,0,0,0,68,34,0,0,0,0,0,0,0,northeast,102,0
1.3899685,103.9087122,162C,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.3735403,103.8381232,163,ANG MO KIO AVE 4,AMK,0,0,84,0,0,0,0,0,0,0,0,0,northeast,84,0
1.3197012,103.9466216,163,BEDOK STH RD,BD,0,0,0,96,0,0,0,0,0,0,0,0,east,96,0
1.3479208,103.856318,163,BISHAN ST 13,BH,0,0,0,4,94,0,0,0,0,0,0,0,central,98,0
1.3481081,103.7426319,163,BT BATOK ST 11,BB,0,0,72,48,0,0,0,0,0,0,0,0,west,120,0
1.3762961,103.76449,163,GANGSA RD,BP,0,0,0,48,48,0,0,0,0,0,0,0,west,96,0
1.3809949,103.7570215,163,JLN TECK WHYE,CCK,0,0,0,0,0,88,0,0,0,0,0,0,west,88,0
1.3320706,103.8440377,163,LOR 1 TOA PAYOH,TP,0,0,130,0,1,0,0,0,0,0,0,0,central,131,0
1.3460403,103.9593132,163,SIMEI RD,TAP,0,0,0,44,36,0,0,0,0,0,0,0,east,80,0
1.291904,103.8026439,163,STIRLING RD,QT,0,0,97,0,3,0,0,0,0,0,0,0,central,100,0
1.3494776,103.9472561,163,TAMPINES ST 12,TAP,0,0,0,120,0,0,0,0,0,0,0,0,east,120,0
1.4331045,103.774029,163,WOODLANDS ST 13,WL,0,0,8,8,0,0,0,0,0,0,0,0,north,16,0
1.3301984,103.7225362,163,YUNG PING RD,JW,0,0,0,0,0,90,0,0,0,0,0,0,west,90,0
1.395757,103.9149655,163A,PUNGGOL CTRL,PG,0,0,0,36,62,0,0,0,0,0,0,0,northeast,98,0
1.3897374,103.9081501,163A,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.3956723,103.91381,163B,PUNGGOL CTRL,PG,0,0,0,36,62,0,0,0,0,0,0,0,northeast,98,0
1.3891256,103.9087575,163B,RIVERVALE CRES,SK,0,0,0,34,34,0,0,0,0,0,0,0,northeast,68,0
1.3895594,103.9082027,163C,RIVERVALE CRES,SK,0,0,34,68,0,0,0,0,0,0,0,0,northeast,102,0
1.3200746,103.9466203,164,BEDOK STH RD,BD,0,0,0,48,40,0,0,0,0,0,0,0,east,88,0
1.3484712,103.8560915,164,BISHAN ST 13,BH,0,0,0,12,102,0,0,0,0,0,0,0,central,114,0
1.3477409,103.7428129,164,BT BATOK ST 11,BB,0,0,77,51,0,2,0,0,0,0,0,0,west,130,0
1.2832122,103.816779,164,BT MERAH CTRL,BM,0,0,3,0,0,0,0,0,0,0,0,0,central,3,0
1.3764769,103.7648974,164,GANGSA RD,BP,0,0,0,48,48,0,0,0,0,0,0,0,west,96,0
1.3812924,103.7562973,164,JLN TECK WHYE,CCK,0,0,0,0,0,90,0,0,0,0,0,0,west,90,0
1.3460336,103.9585677,164,SIMEI RD,TAP,0,0,0,44,36,0,0,0,0,0,0,0,east,80,0
1.2914763,103.8023818,164,STIRLING RD,QT,0,0,101,0,3,0,0,0,0,0,0,0,central,104,0
1.3495577,103.9460777,164,TAMPINES ST 12,TAP,0,0,47,106,0,0,0,0,0,0,0,0,east,153,0
1.433084,103.774212,164,WOODLANDS ST 13,WL,0,0,8,8,0,0,0,0,0,0,0,0,north,16,0
1.3908304,103.9081096,164A,RIVERVALE CRES,SK,0,0,0,51,51,0,0,0,0,0,0,0,northeast,102,0
1.3301325,103.721841,164A,YUNG KUANG RD,JW,0,0,0,36,36,0,0,0,0,0,0,0,west,72,0
1.3908304,103.9081096,164B,RIVERVALE CRES,SK,0,0,68,34,0,0,0,0,0,0,0,0,northeast,102,0
1.389613,103.9081025,164C,RIVERVALE CRES,SK,0,0,0,34,68,0,0,0,0,0,0,0,northeast,102,0
1.3202925,103.9460775,165,BEDOK STH RD,BD,0,0,0,110,0,0,0,0,0,0,0,0,east,110,0
1.3489459,103.856318,165,BISHAN ST 13,BH,0,0,0,12,102,0,0,0,0,0,0,0,central,114,0
1.2831384,103.8167485,165,BT MERAH CTRL,BM,0,0,3,1,0,0,0,0,0,0,0,0,central,4,0
1.3473798,103.7419076,165,BT BATOK WEST AVE 8,BB,0,0,0,130,0,0,0,0,0,0,0,0,west,130,0
1.3769156,103.7650784,165,GANGSA RD,BP,0,0,0,71,72,0,0,0,0,0,0,0,west,143,0
1.3505387,103.8877339,165,HOUGANG AVE 1,HG,0,0,0,132,0,0,0,0,0,0,0,0,northeast,132,0
1.3456028,103.9590413,165,SIMEI RD,TAP,0,0,0,68,52,0,0,0,0,0,0,0,east,120,0
1.2908391,103.8018997,165,STIRLING RD,QT,0,0,104,0,3,0,0,0,0,0,0,0,central,107,0
1.3492644,103.9461683,165,TAMPINES ST 12,TAP,0,0,0,16,84,0,0,0,0,0,0,0,east,100,0
1.432968,103.7749465,165,WOODLANDS ST 13,WL,0,0,0,16,74,0,0,0,0,0,0,0,north,90,0
1.4357604,103.8316812,165,YISHUN RING RD,YS,0,0,72,50,1,0,0,0,0,0,0,0,north,123,0
1.3952181,103.914793,165A,PUNGGOL CTRL,PG,0,0,0,37,72,0,0,0,0,0,0,0,northeast,109,0
1.3826708,103.7535492,165A,TECK WHYE CRES,CCK,0,0,0,0,0,0,0,0,173,117,0,0,west,0,290
1.331368,103.7219409,165A,YUNG KUANG RD,JW,0,0,0,38,38,0,0,0,0,0,0,0,west,76,0
1.3951497,103.9144449,165B,PUNGGOL CTRL,PG,0,0,0,37,72,0,0,0,0,0,0,0,northeast,109,0
1.3307894,103.7222708,165B,YUNG KUANG RD,JW,0,0,0,76,38,0,0,0,0,0,0,0,west,114,0
1.32001,103.9451699,166,BEDOK STH AVE 3,BD,0,0,0,96,0,0,0,0,0,0,0,0,east,96,0
1.3488421,103.8552762,166,BISHAN ST 13,BH,0,0,0,64,40,0,0,0,0,0,0,0,central,104,0
1.3472941,103.7429005,166,BT BATOK WEST AVE 8,BB,0,0,15,3,0,0,0,0,0,0,0,0,west,18,0
1.3776291,103.7652821,166,GANGSA RD,BP,0,0,0,93,67,0,0,0,0,0,0,0,west,160,0
1.3512862,103.888255,166,HOUGANG AVE 1,HG,0,0,0,93,52,0,0,0,0,0,0,0,northeast,145,0
1.2906724,103.8023356,166,STIRLING RD,QT,0,0,104,0,3,0,0,0,0,0,0,0,central,107,0
1.3488236,103.9464403,166,TAMPINES ST 12,TAP,0,0,0,102,0,0,0,0,0,0,0,0,east,102,0
1.4336992,103.7753992,166,WOODLANDS ST 13,WL,0,0,38,5,0,0,0,0,0,0,0,0,north,43,0
1.4363075,103.8316116,166,YISHUN RING RD,YS,0,0,0,92,40,0,0,0,0,0,0,0,north,132,0
1.3947758,103.9156265,166A,PUNGGOL CTRL,PG,0,0,0,37,62,0,0,0,0,0,0,0,northeast,99,0
1.3833976,103.7530185,166A,TECK WHYE CRES,CCK,0,84,65,0,0,0,0,0,0,0,0,0,west,149,0
1.3316377,103.7219652,166A,YUNG KUANG RD,JW,0,0,0,76,76,0,0,0,0,0,0,0,west,152,0
1.3947495,103.9151802,166B,PUNGGOL CTRL,PG,0,0,0,37,62,0,0,0,0,0,0,0,northeast,99,0
1.383088,103.7534857,166B,TECK WHYE CRES,CCK,0,76,57,0,0,0,0,0,0,0,0,0,west,133,0
1.3316377,103.7219652,166B,YUNG KUANG RD,JW,0,0,0,76,38,0,0,0,0,0,0,0,west,114,0
1.3196374,103.9449899,167,BEDOK STH AVE 3,BD,0,0,0,0,0,72,0,0,0,0,0,0,east,72,0
1.3479618,103.8555479,167,BISHAN ST 13,BH,0,0,0,64,40,0,0,0,0,0,0,0,central,104,0
1.3469314,103.7422669,167,BT BATOK WEST AVE 8,BB,0,0,54,28,0,1,0,0,0,0,0,0,west,83,0
1.3517961,103.888708,167,HOUGANG AVE 1,HG,0,0,0,93,52,0,0,0,0,0,0,0,northeast,145,0
1.3774298,103.7648974,167,PETIR RD,BP,0,0,0,103,69,0,0,0,0,0,0,0,west,172,0
1.2900121,103.8026535,167,STIRLING RD,QT,0,0,144,0,0,0,0,0,0,0,0,0,central,144,0
1.4335491,103.7759424,167,WOODLANDS ST 11,WL,0,0,2,1,6,8,0,0,0,0,0,0,north,17,0
1.4365889,103.8325225,167,YISHUN RING RD,YS,0,0,0,74,40,0,0,0,0,0,0,0,north,114,0
1.3941728,103.9151211,167A,PUNGGOL EAST,PG,0,0,0,85,0,0,0,0,0,0,0,0,northeast,85,0
1.3435347,103.9593961,167A,SIMEI LANE,TAP,0,0,0,0,60,0,0,0,0,0,0,0,east,60,0
1.3942784,103.9149583,167B,PUNGGOL EAST,PG,0,0,0,68,0,0,0,0,0,0,0,0,northeast,68,0
1.3432198,103.9589604,167B,SIMEI LANE,TAP,0,0,0,20,20,0,0,0,0,0,0,0,east,40,0
1.394384,103.91476,167C,PUNGGOL EAST,PG,0,0,0,68,0,0,0,0,0,0,0,0,northeast,68,0
1.3428905,103.9593151,167C,SIMEI LANE,TAP,0,0,0,20,20,0,0,0,0,0,0,0,east,40,0
1.394542,103.914562,167D,PUNGGOL EAST,PG,0,0,0,68,0,0,0,0,0,0,0,0,northeast,68,0
1.342925,103.959126,167D,SIMEI LANE,TAP,0,0,0,20,20,0,0,0,0,0,0,0,east,40,0
1.320155,103.9445364,168,BEDOK STH AVE 3,BD,0,0,14,5,0,0,0,0,0,0,0,0,east,19,0
1.3473107,103.8541891,168,BISHAN ST 13,BH,0,0,0,0,68,8,0,0,0,0,0,0,central,76,0
1.3471632,103.7413645,168,BT BATOK WEST AVE 8,BB,0,0,54,28,0,1,0,0,0,0,0,0,west,83,0
1.3520459,103.8893977,168,HOUGANG AVE 1,HG,0,0,0,70,28,0,0,0,0,0,0,0,northeast,98,0
1.3319248,103.8434952,168,LOR 1 TOA PAYOH,TP,0,0,120,0,2,0,0,0,0,0,0,0,central,122,0
1.3777257,103.7644447,168,PETIR RD,BP,0,0,0,48,48,0,0,0,0,0,0,0,west,96,0
1.2897434,103.8031581,168,STIRLING RD,QT,0,0,144,0,0,0,0,0,0,0,0,0,central,144,0
1.4329581,103.7765762,168,WOODLANDS ST 11,WL,0,0,0,56,74,0,0,0,0,0,0,0,north,130,0
1.3947053,103.9141739,168A,PUNGGOL EAST,PG,0,0,0,68,0,0,0,0,0,0,0,0,northeast,68,0
1.2889285,103.8035364,168A,QUEENSWAY,QT,0,0,0,228,0,0,0,0,0,0,0,0,central,228,0
